Date,"Close Price"
"2018-07-31 00:00:00",7726.89
"2018-08-01 00:00:00",7603.75
"2018-08-02 00:00:00",7535.02
"2018-08-03 00:00:00",7415.56
"2018-08-04 00:00:00",7009.09
"2018-08-05 00:00:00",7026.99
"2018-08-06 00:00:00",6937.07
"2018-08-07 00:00:00",6717.21
"2018-08-08 00:00:00",6280.58
"2018-08-09 00:00:00",6537.9
"2018-08-10 00:00:00",6143.3
"2018-08-11 00:00:00",6233.38
"2018-08-12 00:00:00",6312.83
"2018-08-13 00:00:00",6252.37
"2018-08-14 00:00:00",6192.31
"2018-08-15 00:00:00",6270.04
"2018-08-16 00:00:00",6314.24
"2018-08-17 00:00:00",6583.24
"2018-08-18 00:00:00",6395.35
"2018-08-19 00:00:00",6485.75
"2018-08-20 00:00:00",6256.61
"2018-08-21 00:00:00",6477.38
"2018-08-22 00:00:00",6357.59
"2018-08-23 00:00:00",6525.61
"2018-08-24 00:00:00",6692.62
"2018-08-25 00:00:00",6732.5
"2018-08-26 00:00:00",6707.63
"2018-08-27 00:00:00",6907.66
"2018-08-28 00:00:00",7076.74
"2018-08-29 00:00:00",7035.81
"2018-08-30 00:00:00",6982.4
"2018-08-31 00:00:00",7013.97
"2018-09-01 00:00:00",7192.3
"2018-09-02 00:00:00",7295.13
"2018-09-03 00:00:00",7261.49
"2018-09-04 00:00:00",7358.5
"2018-09-05 00:00:00",6687.01
"2018-09-06 00:00:00",6498.62
"2018-09-07 00:00:00",6396.27
"2018-09-08 00:00:00",6183.38
"2018-09-09 00:00:00",6238.54
"2018-09-10 00:00:00",6305.57
"2018-09-11 00:00:00",6282.92
"2018-09-12 00:00:00",6328.93
"2018-09-13 00:00:00",6486.62
"2018-09-14 00:00:00",6492.37
"2018-09-15 00:00:00",6515.9
"2018-09-16 00:00:00",6497.37
"2018-09-17 00:00:00",6251.16
"2018-09-18 00:00:00",6334.2
"2018-09-19 00:00:00",6388.98
"2018-09-20 00:00:00",6491.64
"2018-09-21 00:00:00",6753.18
"2018-09-22 00:00:00",6712.17
"2018-09-23 00:00:00",6701.3
"2018-09-24 00:00:00",6581.51
"2018-09-25 00:00:00",6434.65
"2018-09-26 00:00:00",6458.65
"2018-09-27 00:00:00",6684.13
"2018-09-28 00:00:00",6621.66
"2018-09-29 00:00:00",6583.77
"2018-09-30 00:00:00",6606.08
"2018-10-01 00:00:00",6578.79
"2018-10-02 00:00:00",6506.66
"2018-10-03 00:00:00",6470.71
"2018-10-04 00:00:00",6555.87
"2018-10-05 00:00:00",6589.4
"2018-10-06 00:00:00",6563.42
"2018-10-07 00:00:00",6582.4
"2018-10-08 00:00:00",6622.4
"2018-10-09 00:00:00",6606.88
"2018-10-10 00:00:00",6550.73
"2018-10-11 00:00:00",6177.23
"2018-10-12 00:00:00",6211.67
"2018-10-13 00:00:00",6227.51
"2018-10-14 00:00:00",6222.21
"2018-10-15 00:00:00",6513.38
"2018-10-16 00:00:00",6531.36
"2018-10-17 00:00:00",6514.64
"2018-10-18 00:00:00",6450.78
"2018-10-19 00:00:00",6418.85
"2018-10-20 00:00:00",6455.48
"2018-10-21 00:00:00",6453.82
"2018-10-22 00:00:00",6448.1
"2018-10-23 00:00:00",6434.25
"2018-10-24 00:00:00",6450.31
"2018-10-25 00:00:00",6427.4
"2018-10-26 00:00:00",6436.97
"2018-10-27 00:00:00",6431.09
"2018-10-28 16:26:00",6419.17

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
